UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
11,['Action'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.49'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 2, 'Rating': '4.48'}, {'Movie': 'Matrix, The (1999)', 'Rank': 3, 'Rating': '4.46'}, {'Movie': 'Fight Club (1999)', 'Rank': 4, 'Rating': '4.44'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 5, 'Rating': '4.43'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 6, 'Rating': '4.40'}, {'Movie': 'Inglourious Basterds (2009)', 'Rank': 7, 'Rating': '4.38'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 8, 'Rating': '4.38'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 9, 'Rating': '4.37'}, {'Movie': 'Blade Runner (1982)', 'Rank': 10, 'Rating': '4.36'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '1', 'Rating': '4.6'}, {'Movie': 'Inglourious Basterds (2009)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Matrix, The (1999)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Blade Runner (1982)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'Fight Club (1999)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '6', 'Rating': '4.1'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '4.5'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '10', 'Rating': '3.8'}]",[4.37 4.36 4.48 4.38 4.44 4.4  4.38 4.46 4.49 4.43],[4.  4.3 4.  4.6 4.2 4.1 4.4 4.3 4.5 3.8],[ 9 10  2  8  4  6  7  3  1  5],[ 8  4  9  1  5  6  2  3  7 10],0.314626763,0.249,20,0.249,0.314626763
12,['Action'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.64'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 2, 'Rating': '4.63'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 3, 'Rating': '4.62'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': 4, 'Rating': '4.55'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 5, 'Rating': '4.51'}, {'Movie': 'Yojimbo (1961)', 'Rank': 6, 'Rating': '4.49'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '4.48'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'Rank': 8, 'Rating': '4.48'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': 9, 'Rating': '4.47'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 10, 'Rating': '4.47'}]","[{'Movie': 'Dark Knight, The (2008)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 2 (2011)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '4.5'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '7', 'Rating': '4.1'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Yojimbo (1961)', 'Rank': '10', 'Rating': '4.0'}]",[4.63 4.47 4.62 4.51 4.48 4.64 4.55 4.48 4.47 4.49],[4.  4.1 4.  4.5 4.4 4.5 4.2 4.3 4.3 4. ],[ 2 10  3  5  8  1  4  7  9  6],[ 8  7  9  1  2  6  5  3  4 10],0.369891876,0.304,0,0.304,0.369891876
13,['Action'],"[{'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 1, 'Rating': '4.79'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 2, 'Rating': '4.69'}, {'Movie': 'Braveheart (1995)', 'Rank': 3, 'Rating': '4.69'}, {'Movie': 'Aliens (1986)', 'Rank': 4, 'Rating': '4.66'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 5, 'Rating': '4.64'}, {'Movie': 'Fight Club (1999)', 'Rank': 6, 'Rating': '4.63'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': 7, 'Rating': '4.62'}, {'Movie': 'Run Lola Run (Lola rennt) (1998)', 'Rank': 8, 'Rating': '4.62'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.61'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 10, 'Rating': '4.58'}]","[{'Movie': 'Aliens (1986)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Fight Club (1999)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Braveheart (1995)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Run Lola Run (Lola rennt) (1998)', 'Rank': '10', 'Rating': '3.0'}]",[4.66 4.69 4.79 4.69 4.63 4.61 4.62 4.64 4.58 4.62],[4.5 4.  3.5 3.  3.  3.5 3.  4.5 4.  4.5],[ 4  2  1  3  6  9  8  5 10  7],[ 1  4  6  9  8  7 10  2  5  3],1.091132439,0.903,0,0.903,1.091132439
14,['Action'],"[{'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 1, 'Rating': '4.41'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '4.41'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 3, 'Rating': '4.36'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 4, 'Rating': '4.32'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 5, 'Rating': '4.31'}, {'Movie': 'Fight Club (1999)', 'Rank': 6, 'Rating': '4.29'}, {'Movie': 'Matrix, The (1999)', 'Rank': 7, 'Rating': '4.27'}, {'Movie': 'North by Northwest (1959)', 'Rank': 8, 'Rating': '4.27'}, {'Movie': 'Yojimbo (1961)', 'Rank': 9, 'Rating': '4.23'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 10, 'Rating': '4.22'}]","[{'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Fight Club (1999)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Matrix, The (1999)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'North by Northwest (1959)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Yojimbo (1961)', 'Rank': '10', 'Rating': '2.8'}]",[4.31 4.29 4.32 4.41 4.22 4.27 4.27 4.36 4.41 4.23],[3.3 4.2 3.5 3.8 4.3 4.  3.  3.7 4.5 2.8],[ 5  6  4  2 10  7  8  3  1  9],[ 8  3  7  5  2  4  9  6  1 10],0.790790743,0.633,10,0.633,0.790790743
15,['Action'],"[{'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 1, 'Rating': '3.97'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '3.95'}, {'Movie': 'Untouchables, The (1987)', 'Rank': 3, 'Rating': '3.83'}, {'Movie': 'North by Northwest (1959)', 'Rank': 4, 'Rating': '3.82'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 5, 'Rating': '3.81'}, {'Movie': 'Jaws (1975)', 'Rank': 6, 'Rating': '3.77'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 7, 'Rating': '3.77'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': 8, 'Rating': '3.76'}, {'Movie': 'Hot Fuzz (2007)', 'Rank': 9, 'Rating': '3.74'}, {'Movie': 'Braveheart (1995)', 'Rank': 10, 'Rating': '3.72'}]","[{'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'North by Northwest (1959)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Untouchables, The (1987)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Jaws (1975)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Braveheart (1995)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Hot Fuzz (2007)', 'Rank': '10', 'Rating': '2.8'}]",[3.77 3.81 3.72 3.97 3.95 3.74 3.77 3.82 3.76 3.83],[3.5 4.3 3.3 4.5 3.  2.8 3.7 4.2 4.  3.8],[ 7  5 10  1  2  9  6  4  8  3],[ 7  2  8  1  9 10  6  3  4  5],0.525756598,0.432,30,0.432,0.525756598
16,['Action'],"[{'Movie': 'Great Escape, The (1963)', 'Rank': 1, 'Rating': '4.24'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 2, 'Rating': '4.22'}, {'Movie': 'North by Northwest (1959)', 'Rank': 3, 'Rating': '4.15'}, {'Movie': 'Yojimbo (1961)', 'Rank': 4, 'Rating': '4.08'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 5, 'Rating': '4.04'}, {'Movie': 'Aliens (1986)', 'Rank': 6, 'Rating': '4.03'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': 7, 'Rating': '4.02'}, {'Movie': 'Inglourious Basterds (2009)', 'Rank': 8, 'Rating': '4.01'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': 9, 'Rating': '3.99'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': 10, 'Rating': '3.97'}]","[{'Movie': 'Inglourious Basterds (2009)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Aliens (1986)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Yojimbo (1961)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'North by Northwest (1959)', 'Rank': '10', 'Rating': '2.8'}]",[4.03 4.22 4.24 4.04 4.01 4.15 3.99 3.97 4.02 4.08],[4.3 4.  3.5 3.7 4.5 2.8 3.8 3.3 4.2 3. ],[ 6  2  1  5  8  3  9 10  7  4],[ 2  4  7  6  1 10  5  8  3  9],0.673119603,0.553,0,0.553,0.673119603
17,['Action'],"[{'Movie': 'Great Escape, The (1963)', 'Rank': 1, 'Rating': '4.69'}, {'Movie': 'North by Northwest (1959)', 'Rank': 2, 'Rating': '4.69'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 3, 'Rating': '4.67'}, {'Movie': 'Kill Bill: Vol. 1 (2003)', 'Rank': 4, 'Rating': '4.65'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 5, 'Rating': '4.64'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 6, 'Rating': '4.58'}, {'Movie': 'Gladiator (2000)', 'Rank': 7, 'Rating': '4.51'}, {'Movie': 'Femme Nikita, La (Nikita) (1990)', 'Rank': 8, 'Rating': '4.51'}, {'Movie': 'Aliens (1986)', 'Rank': 9, 'Rating': '4.47'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 10, 'Rating': '4.44'}]","[{'Movie': 'Great Escape, The (1963)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Gladiator (2000)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Kill Bill: Vol. 1 (2003)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Aliens (1986)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'North by Northwest (1959)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Femme Nikita, La (Nikita) (1990)', 'Rank': '10', 'Rating': '2.8'}]",[4.47 4.67 4.44 4.58 4.64 4.51 4.51 4.69 4.65 4.69],[3.8 4.  3.3 3.7 3.5 2.8 4.3 4.5 4.2 3. ],[ 9  3 10  6  5  8  7  1  4  2],[ 5  4  8  6  7 10  2  1  3  9],1.016577592,0.875,20,0.875,1.016577592
18,['Action'],"[{'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 1, 'Rating': '4.37'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 2, 'Rating': '4.35'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 3, 'Rating': '4.23'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 4, 'Rating': '4.21'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 5, 'Rating': '4.19'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': 6, 'Rating': '4.18'}, {'Movie': 'Jaws (1975)', 'Rank': 7, 'Rating': '4.15'}, {'Movie': 'Aliens (1986)', 'Rank': 8, 'Rating': '4.14'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 9, 'Rating': '4.13'}, {'Movie': 'French Connection, The (1971)', 'Rank': 10, 'Rating': '4.11'}]","[{'Movie': 'Aliens (1986)', 'Rank': '1', 'Rating': '4.6'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '5', 'Rating': '4.3'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'French Connection, The (1971)', 'Rank': '8', 'Rating': '4.1'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Jaws (1975)', 'Rank': '10', 'Rating': '3.0'}]",[4.14 4.37 4.13 4.21 4.11 4.23 4.18 4.15 4.19 4.35],[4.6 4.5 4.3 3.5 4.1 4.3 4.4 3.  4.2 4. ],[ 8  1  9  4 10  3  6  7  5  2],[ 1  3  5  9  8  4  2 10  6  7],0.475394573,0.328,0,0.328,0.475394573
19,['Action'],"[{'Movie': 'Apocalypse Now (1979)', 'Rank': 1, 'Rating': '3.92'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': 2, 'Rating': '3.88'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': 3, 'Rating': '3.81'}, {'Movie': 'Yojimbo (1961)', 'Rank': 4, 'Rating': '3.77'}, {'Movie': 'Femme Nikita, La (Nikita) (1990)', 'Rank': 5, 'Rating': '3.73'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 6, 'Rating': '3.73'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': 7, 'Rating': '3.72'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 8, 'Rating': '3.71'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 9, 'Rating': '3.71'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': 10, 'Rating': '3.70'}]","[{'Movie': 'Saving Private Ryan (1998)', 'Rank': '7', 'Rating': '4.9'}, {'Movie': 'Dark Knight, The (2008)', 'Rank': '2', 'Rating': '4.8'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': '8', 'Rating': '4.8'}, {'Movie': 'Road Warrior, The (Mad Max 2) (1981)', 'Rank': '3', 'Rating': '4.7'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '6', 'Rating': '4.6'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Femme Nikita, La (Nikita) (1990)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '9', 'Rating': '3.7'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': '10', 'Rating': '3.6'}, {'Movie': 'Yojimbo (1961)', 'Rank': '4', 'Rating': '3.5'}]",[3.92 3.88 3.73 3.71 3.73 3.71 3.7  3.81 3.72 3.77],[4.5 4.8 3.8 3.7 4.6 4.8 3.6 4.7 4.9 3.5],[ 1  2  5  9  6  8 10  3  7  4],[ 1  2  5  9  6  8 10  3  7  4],0.734860531,0.598,100,0.598,0.734860531
20,['Action'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.11'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 2, 'Rating': '4.10'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 3, 'Rating': '4.09'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 4, 'Rating': '3.99'}, {'Movie': 'Fight Club (1999)', 'Rank': 5, 'Rating': '3.91'}, {'Movie': 'Aliens (1986)', 'Rank': 6, 'Rating': '3.90'}, {'Movie': 'Saving Private Ryan (1998)', 'Rank': 7, 'Rating': '3.87'}, {'Movie': 'Blade Runner (1982)', 'Rank': 8, 'Rating': '3.85'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 9, 'Rating': '3.84'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 10, 'Rating': '3.76'}]","[{'Movie': 'Lord of the Rings: The Return of the King', 'Rank': '1', 'Rating': '4.8'}, {'Movie': 'Princess Bride, The', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'Saving Private Ryan', 'Rank': '3', 'Rating': '4.6'}, {'Movie': 'Fight Club', 'Rank': '4', 'Rating': '4.4'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Rank': '5', 'Rating': '4.3'}, {'Movie': 'Blade Runner', 'Rank': '6', 'Rating': '4.3'}, {'Movie': 'North by Northwest', 'Rank': '7', 'Rating': '4.5'}, {'Movie': 'Aliens', 'Rank': '8', 'Rating': '4.1'}, {'Movie': 'Great Escape, The', 'Rank': '9', 'Rating': '4.2'}, {'Movie': 'Apocalypse Now', 'Rank': '10', 'Rating': '4.0'}]",[3.9  4.1  3.85 3.91 3.99 4.09 3.76 4.11 3.84 3.87],[4.1 4.  4.3 4.4 4.3 4.2 4.8 4.5 4.7 4.6],[ 6  2  8  5  4  3 10  1  9  7],[ 8 10  6  4  5  9  1  7  2  3],0.5574047,0.468,0,0.468,0.5574047
21,['Action'],"[{'Movie': 'Princess Bride, The (1987)', 'Rank': 1, 'Rating': '4.39'}, {'Movie': 'Star Trek: First Contact (1996)', 'Rank': 2, 'Rating': '4.31'}, {'Movie': 'Into the Wild (2007)', 'Rank': 3, 'Rating': '4.25'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 4, 'Rating': '4.22'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 5, 'Rating': '4.12'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': 6, 'Rating': '4.10'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 7, 'Rating': '4.07'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 8, 'Rating': '4.06'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.05'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': 10, 'Rating': '4.03'}]","[{'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '4', 'Rating': '4.5'}, {'Movie': 'Star Trek: First Contact (1996)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Boot, Das (Boat, The) (1981)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Apocalypse Now (1979)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Into the Wild (2007)', 'Rank': '10', 'Rating': '3.0'}]",[4.03 4.1  4.12 4.22 4.06 4.25 4.05 4.39 4.07 4.31],[4.  4.  4.5 4.  4.  3.  4.5 4.5 4.5 4. ],[10  6  5  4  8  3  9  1  7  2],[ 9  7  1  6  8 10  3  4  2  5],0.475962183,0.334,10,0.334,0.475962183
22,['Action'],"[{'Movie': 'Great Escape, The (1963)', 'Rank': 1, 'Rating': '3.56'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 2, 'Rating': '3.49'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 3, 'Rating': '3.43'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': 4, 'Rating': '3.37'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 5, 'Rating': '3.35'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': 6, 'Rating': '3.34'}, {'Movie': 'Django Unchained (2012)', 'Rank': 7, 'Rating': '3.34'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': 8, 'Rating': '3.30'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': 9, 'Rating': '3.30'}, {'Movie': 'Matrix, The (1999)', 'Rank': 10, 'Rating': '3.28'}]","[{'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '1', 'Rating': '4.3'}, {'Movie': ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '4', 'Rating': '4.2'}, {'Movie': 'Matrix, The (1999)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Django Unchained (2012)', 'Rank': '6', 'Rating': '4.1'}, {'Movie': 'Good, the Bad and the Ugly, The (1966)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Dark Knight Rises, The (2012)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Boondock Saints, The (2000)', 'Rank': '9', 'Rating': '3.9'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': '10', 'Rating': '3.8'}]",[3.34 3.3  3.34 3.49 3.56 3.37 3.28 3.3  3.35 3.43],[3.9 4.  4.1 4.  4.5 3.8 4.2 4.4 4.3 4.2],[ 6  9  7  2  1  4 10  8  5  3],[ 9  8  6  7  3 10  5  2  1  4],0.791302723,0.764,0,0.764,0.791302723
